"genus","species","sample_start_date","sample_end_date","sample_value","sample_unit","sample_sex","sample_stage","sample_location","sample_lat_dd","sample_long_dd","sample_name","species_id_method","location_description"
"Culex","pipiens",2015-08-06,2015-08-12,200,"pool size","female","adult","Castelvetro Piacentino",45.1,9.983333,"WN006A_9801","morphological","Emilia-Romagna"
"Culex","pipiens",2015-08-06,2015-08-12,165,"pool size","female","adult","Caorso",45.05,9.866667,"WN005A_9800","morphological","Emilia-Romagna"
"Culex","pipiens",2015-08-06,2015-08-12,200,"pool size","female","adult","Caorso",45.05,9.866667,"WN005A_9799","morphological","Emilia-Romagna"
"Culex","pipiens",2015-08-06,2015-08-12,49,"pool size","female","adult","Piacenza",45.047778,9.700556,"WN004A_9798","morphological","Emilia-Romagna"
"Culex","pipiens",2015-08-06,2015-08-12,200,"pool size","female","adult","Piacenza",45.047778,9.700556,"WN004A_9797","morphological","Emilia-Romagna"
"Culex","pipiens",2015-08-06,2015-08-12,33,"pool size","female","adult","Calendasco",45.083333,9.6,"WN003A_9796","morphological","Emilia-Romagna"
"Culex","pipiens",2015-08-06,2015-08-12,200,"pool size","female","adult","Calendasco",45.083333,9.6,"WN003A_9795","morphological","Emilia-Romagna"
"Culex","pipiens",2015-08-06,2015-08-12,124,"pool size","female","adult","Medicina",44.483333,11.633333,"WN110A_9794","morphological","Emilia-Romagna"
"Culex","pipiens",2015-08-06,2015-08-12,200,"pool size","female","adult","Budrio",44.55,11.533333,"WN109A_9793","morphological","Emilia-Romagna"
"Culex","pipiens",2015-08-06,2015-08-12,200,"pool size","female","adult","Budrio",44.55,11.533333,"WN109A_9792","morphological","Emilia-Romagna"
"Culex","pipiens",2015-08-06,2015-08-12,200,"pool size","female","adult","Budrio",44.55,11.533333,"WN109A_9791","morphological","Emilia-Romagna"
"Culex","pipiens",2015-08-06,2015-08-12,17,"pool size","female","adult","Bologna",44.493889,11.342778,"WN108A_9790","morphological","Emilia-Romagna"
"Culex","pipiens",2015-08-06,2015-08-12,19,"pool size","female","adult","Argenta",44.615278,11.833333,"WN099A_9789","morphological","Emilia-Romagna"
"Culex","pipiens",2015-08-06,2015-08-12,200,"pool size","female","adult","Argenta",44.615278,11.833333,"WN099A_9788","morphological","Emilia-Romagna"
"Culex","pipiens",2015-08-06,2015-08-12,200,"pool size","female","adult","Argenta",44.615278,11.833333,"WN099A_9787","morphological","Emilia-Romagna"
"Culex","pipiens",2015-08-06,2015-08-12,97,"pool size","female","adult","Molinella",44.616667,11.666667,"WN097B_9786","morphological","Emilia-Romagna"
"Culex","pipiens",2015-08-06,2015-08-12,200,"pool size","female","adult","Molinella",44.616667,11.666667,"WN097B_9785","morphological","Emilia-Romagna"
"Culex","pipiens",2015-08-06,2015-08-12,52,"pool size","female","adult","Budrio",44.55,11.533333,"WN096A_9784","morphological","Emilia-Romagna"
"Culex","pipiens",2015-08-06,2015-08-12,56,"pool size","female","adult","Argenta",44.615278,11.833333,"WN085A_9783","morphological","Emilia-Romagna"
"Culex","pipiens",2015-08-06,2015-08-12,200,"pool size","female","adult","Argenta",44.615278,11.833333,"WN085A_9782","morphological","Emilia-Romagna"
"Culex","pipiens",2015-08-06,2015-08-12,159,"pool size","female","adult","Argenta",44.615278,11.833333,"WN083A_9781","morphological","Emilia-Romagna"
"Culex","pipiens",2015-08-06,2015-08-12,43,"pool size","female","adult","Baricella",44.65,11.533333,"WN082B_9780","morphological","Emilia-Romagna"
"Culex","pipiens",2015-08-06,2015-08-12,200,"pool size","female","adult","Baricella",44.65,11.533333,"WN082B_9779","morphological","Emilia-Romagna"
"Culex","pipiens",2015-08-06,2015-08-12,200,"pool size","female","adult","Baricella",44.65,11.533333,"WN082B_9778","morphological","Emilia-Romagna"
"Culex","pipiens",2015-08-06,2015-08-12,45,"pool size","female","adult","San Martino In Rio",44.733333,10.783333,"WN076A_9777","morphological","Emilia-Romagna"
"Culex","pipiens",2015-08-06,2015-08-12,50,"pool size","female","adult","San Martino In Rio",44.733333,10.783333,"WN076A_9776","morphological","Emilia-Romagna"
"Culex","pipiens",2015-08-06,2015-08-12,50,"pool size","female","adult","San Martino In Rio",44.733333,10.783333,"WN076A_9775","morphological","Emilia-Romagna"
"Culex","pipiens",2015-08-06,2015-08-12,50,"pool size","female","adult","San Martino In Rio",44.733333,10.783333,"WN076A_9774","morphological","Emilia-Romagna"
"Culex","pipiens",2015-08-06,2015-08-12,50,"pool size","female","adult","San Martino In Rio",44.733333,10.783333,"WN076A_9773","morphological","Emilia-Romagna"
"Culex","pipiens",2015-08-06,2015-08-12,40,"pool size","female","adult","Montecchio Emilia",44.683333,10.433333,"WN074A_9772","morphological","Emilia-Romagna"
"Culex","pipiens",2015-08-06,2015-08-12,200,"pool size","female","adult","Ostellato",44.75,11.933333,"WN068A_9771","morphological","Emilia-Romagna"
"Culex","pipiens",2015-08-06,2015-08-12,142,"pool size","female","adult","Ostellato",44.75,11.933333,"WN068A_9770","morphological","Emilia-Romagna"
"Culex","pipiens",2015-08-06,2015-08-12,200,"pool size","female","adult","Ostellato",44.75,11.933333,"WN068A_9769","morphological","Emilia-Romagna"
"Culex","pipiens",2015-08-06,2015-08-12,200,"pool size","female","adult","Ostellato",44.75,11.933333,"WN068A_9768","morphological","Emilia-Romagna"
"Culex","pipiens",2015-08-06,2015-08-12,123,"pool size","female","adult","Ostellato",44.75,11.933333,"WN067B_9767","morphological","Emilia-Romagna"
"Culex","pipiens",2015-08-06,2015-08-12,57,"pool size","female","adult","Ostellato",44.75,11.933333,"WN066A_9766","morphological","Emilia-Romagna"
"Culex","pipiens",2015-08-06,2015-08-12,123,"pool size","female","adult","Ferrara",44.839167,11.6175,"WN065A_9765","morphological","Emilia-Romagna"
"Culex","pipiens",2015-08-06,2015-08-12,200,"pool size","female","adult","Ferrara",44.839167,11.6175,"WN065A_9764","morphological","Emilia-Romagna"
"Culex","pipiens",2015-08-06,2015-08-12,94,"pool size","female","adult","Poggio Renatico",44.766667,11.5,"WN064A_9763","morphological","Emilia-Romagna"
"Culex","pipiens",2015-08-06,2015-08-12,200,"pool size","female","adult","Poggio Renatico",44.766667,11.5,"WN064A_9762","morphological","Emilia-Romagna"
"Culex","pipiens",2015-08-06,2015-08-12,31,"pool size","female","adult","Bagnolo In Piano",44.766667,10.683333,"WN057A_9761","morphological","Emilia-Romagna"
"Culex","pipiens",2015-08-06,2015-08-12,50,"pool size","female","adult","Bagnolo In Piano",44.766667,10.683333,"WN057A_9760","morphological","Emilia-Romagna"
"Culex","pipiens",2015-08-06,2015-08-12,50,"pool size","female","adult","Bagnolo In Piano",44.766667,10.683333,"WN057A_9759","morphological","Emilia-Romagna"
"Culex","pipiens",2015-08-06,2015-08-12,50,"pool size","female","adult","Bagnolo In Piano",44.766667,10.683333,"WN057A_9758","morphological","Emilia-Romagna"
"Culex","pipiens",2015-08-06,2015-08-12,50,"pool size","female","adult","Bagnolo In Piano",44.766667,10.683333,"WN057A_9757","morphological","Emilia-Romagna"
"Culex","pipiens",2015-08-06,2015-08-12,50,"pool size","female","adult","Bagnolo In Piano",44.766667,10.683333,"WN057A_9756","morphological","Emilia-Romagna"
"Culex","pipiens",2015-08-06,2015-08-12,50,"pool size","female","adult","Bagnolo In Piano",44.766667,10.683333,"WN057A_9755","morphological","Emilia-Romagna"
"Culex","pipiens",2015-08-06,2015-08-12,50,"pool size","female","adult","Bagnolo In Piano",44.766667,10.683333,"WN057A_9754","morphological","Emilia-Romagna"
"Culex","pipiens",2015-08-06,2015-08-12,15,"pool size","female","adult","Gattatico",44.8,10.466667,"WN056A_9753","morphological","Emilia-Romagna"
"Culex","pipiens",2015-08-06,2015-08-12,50,"pool size","female","adult","Gattatico",44.8,10.466667,"WN056A_9752","morphological","Emilia-Romagna"
"Culex","pipiens",2015-08-06,2015-08-12,50,"pool size","female","adult","Gattatico",44.8,10.466667,"WN056A_9751","morphological","Emilia-Romagna"
"Culex","pipiens",2015-08-06,2015-08-12,50,"pool size","female","adult","Gattatico",44.8,10.466667,"WN056A_9750","morphological","Emilia-Romagna"
"Culex","pipiens",2015-08-06,2015-08-12,50,"pool size","female","adult","Gattatico",44.8,10.466667,"WN056A_9749","morphological","Emilia-Romagna"
"Culex","pipiens",2015-08-06,2015-08-12,50,"pool size","female","adult","Gattatico",44.8,10.466667,"WN056A_9748","morphological","Emilia-Romagna"
"Culex","pipiens",2015-08-06,2015-08-12,50,"pool size","female","adult","Gattatico",44.8,10.466667,"WN056A_9747","morphological","Emilia-Romagna"
"Culex","pipiens",2015-08-06,2015-08-12,50,"pool size","female","adult","Gattatico",44.8,10.466667,"WN056A_9746","morphological","Emilia-Romagna"
"Culex","pipiens",2015-08-06,2015-08-12,50,"pool size","female","adult","Gattatico",44.8,10.466667,"WN056A_9745","morphological","Emilia-Romagna"
"Culex","pipiens",2015-08-06,2015-08-12,40,"pool size","female","adult","Gattatico",44.8,10.466667,"WN056A_9744","morphological","Emilia-Romagna"
"Culex","pipiens",2015-08-06,2015-08-12,50,"pool size","female","adult","Gattatico",44.8,10.466667,"WN056A_9743","morphological","Emilia-Romagna"
"Culex","pipiens",2015-08-06,2015-08-12,200,"pool size","female","adult","Goro",44.85,12.3,"WN052A_9742","morphological","Emilia-Romagna"
"Culex","pipiens",2015-08-06,2015-08-12,200,"pool size","female","adult","Fiscaglia",44.270833,11.934722,"WN050A_9741","morphological","Emilia-Romagna"
"Culex","pipiens",2015-08-06,2015-08-12,50,"pool size","female","adult","Fabbrico",44.866667,10.8,"WN040A_9740","morphological","Emilia-Romagna"
"Culex","pipiens",2015-08-06,2015-08-12,50,"pool size","female","adult","Fabbrico",44.866667,10.8,"WN040A_9739","morphological","Emilia-Romagna"
"Culex","pipiens",2015-08-06,2015-08-12,50,"pool size","female","adult","Fabbrico",44.866667,10.8,"WN040A_9738","morphological","Emilia-Romagna"
"Culex","pipiens",2015-08-06,2015-08-12,50,"pool size","female","adult","Fabbrico",44.866667,10.8,"WN040A_9737","morphological","Emilia-Romagna"
"Culex","pipiens",2015-08-06,2015-08-12,50,"pool size","female","adult","Fabbrico",44.866667,10.8,"WN040A_9736","morphological","Emilia-Romagna"
"Culex","pipiens",2015-08-06,2015-08-12,50,"pool size","female","adult","Fabbrico",44.866667,10.8,"WN040A_9735","morphological","Emilia-Romagna"
"Culex","pipiens",2015-08-06,2015-08-12,50,"pool size","female","adult","Fabbrico",44.866667,10.8,"WN040A_9734","morphological","Emilia-Romagna"
"Culex","pipiens",2015-08-06,2015-08-12,50,"pool size","female","adult","Fabbrico",44.866667,10.8,"WN040A_9733","morphological","Emilia-Romagna"
"Culex","pipiens",2015-08-06,2015-08-12,50,"pool size","female","adult","Fabbrico",44.866667,10.8,"WN040A_9732","morphological","Emilia-Romagna"
"Culex","pipiens",2015-08-06,2015-08-12,50,"pool size","female","adult","Fabbrico",44.866667,10.8,"WN040A_9731","morphological","Emilia-Romagna"
"Culex","pipiens",2015-08-06,2015-08-12,50,"pool size","female","adult","Fabbrico",44.866667,10.8,"WN040A_9730","morphological","Emilia-Romagna"
"Culex","pipiens",2015-08-06,2015-08-12,9,"pool size","female","adult","Novellara",44.85,10.733333,"WN039A_9729","morphological","Emilia-Romagna"
"Culex","pipiens",2015-08-06,2015-08-12,50,"pool size","female","adult","Novellara",44.85,10.733333,"WN039A_9728","morphological","Emilia-Romagna"
"Culex","pipiens",2015-08-06,2015-08-12,50,"pool size","female","adult","Novellara",44.85,10.733333,"WN039A_9727","morphological","Emilia-Romagna"
"Culex","pipiens",2015-08-06,2015-08-12,47,"pool size","female","adult","Brescello",44.9,10.516667,"WN038A_9726","morphological","Emilia-Romagna"
"Culex","pipiens",2015-08-06,2015-08-12,50,"pool size","female","adult","Brescello",44.9,10.516667,"WN038A_9725","morphological","Emilia-Romagna"
"Culex","pipiens",2015-08-06,2015-08-12,50,"pool size","female","adult","Brescello",44.9,10.516667,"WN038A_9724","morphological","Emilia-Romagna"
"Culex","pipiens",2015-08-06,2015-08-12,81,"pool size","female","adult","Sissa Trecasali",44.9602,10.2616,"WN036A_9723","morphological","Emilia-Romagna"
"Culex","pipiens",2015-08-06,2015-08-12,200,"pool size","female","adult","Sissa Trecasali",44.9602,10.2616,"WN036A_9722","morphological","Emilia-Romagna"
"Culex","pipiens",2015-08-06,2015-08-12,58,"pool size","female","adult","Soragna",44.933333,10.116667,"WN035A_9721","morphological","Emilia-Romagna"
"Culex","pipiens",2015-08-06,2015-08-12,200,"pool size","female","adult","Soragna",44.933333,10.116667,"WN035A_9720","morphological","Emilia-Romagna"
"Culex","pipiens",2015-08-06,2015-08-12,76,"pool size","female","adult","Mesola",44.916667,12.233333,"WN030A_9719","morphological","Emilia-Romagna"
"Culex","pipiens",2015-08-06,2015-08-12,43,"pool size","female","adult","Luzzara",44.966667,10.683333,"WN019A_9718","morphological","Emilia-Romagna"
"Culex","pipiens",2015-08-06,2015-08-12,50,"pool size","female","adult","Luzzara",44.966667,10.683333,"WN019A_9717","morphological","Emilia-Romagna"
"Culex","pipiens",2015-08-06,2015-08-12,50,"pool size","female","adult","Luzzara",44.966667,10.683333,"WN019A_9716","morphological","Emilia-Romagna"
"Culex","pipiens",2015-08-06,2015-08-12,50,"pool size","female","adult","Luzzara",44.966667,10.683333,"WN019A_9715","morphological","Emilia-Romagna"
"Culex","pipiens",2015-08-06,2015-08-12,50,"pool size","female","adult","Luzzara",44.966667,10.683333,"WN019A_9714","morphological","Emilia-Romagna"
"Culex","pipiens",2015-08-06,2015-08-12,116,"pool size","female","adult","Colorno",44.933333,10.383333,"WN017A_9713","morphological","Emilia-Romagna"
"Culex","pipiens",2015-08-06,2015-08-12,200,"pool size","female","adult","Colorno",44.933333,10.383333,"WN017A_9712","morphological","Emilia-Romagna"
"Culex","pipiens",2015-08-06,2015-08-12,200,"pool size","female","adult","Colorno",44.933333,10.383333,"WN017A_9711","morphological","Emilia-Romagna"
"Culex","pipiens",2015-08-06,2015-08-12,200,"pool size","female","adult","Colorno",44.933333,10.383333,"WN017A_9710","morphological","Emilia-Romagna"
"Culex","pipiens",2015-08-06,2015-08-12,200,"pool size","female","adult","Colorno",44.933333,10.383333,"WN017A_9709","morphological","Emilia-Romagna"
"Culex","pipiens",2015-08-06,2015-08-12,200,"pool size","female","adult","Colorno",44.933333,10.383333,"WN017A_9708","morphological","Emilia-Romagna"
"Culex","pipiens",2015-08-06,2015-08-12,59,"pool size","female","adult","Roccabianca",45,10.216667,"WN016A_9707","morphological","Emilia-Romagna"
"Culex","pipiens",2015-08-06,2015-08-12,200,"pool size","female","adult","Roccabianca",45,10.216667,"WN016A_9706","morphological","Emilia-Romagna"
"Culex","pipiens",2015-08-06,2015-08-12,200,"pool size","female","adult","Roccabianca",45,10.216667,"WN016A_9705","morphological","Emilia-Romagna"
"Culex","pipiens",2015-08-06,2015-08-12,200,"pool size","female","adult","Roccabianca",45,10.216667,"WN016A_9704","morphological","Emilia-Romagna"
"Culex","pipiens",2015-08-06,2015-08-12,129,"pool size","female","adult","Polesine Zibello",45.016667,10.083333,"WN015A_9703","morphological","Emilia-Romagna"
"Culex","pipiens",2015-08-06,2015-08-12,39,"pool size","female","adult","Comacchio",44.7,12.183333,"COMA10_9702","morphological","Emilia-Romagna"
"Culex","pipiens",2015-08-06,2015-08-12,132,"pool size","female","adult","Comacchio",44.7,12.183333,"COMA02_9701","morphological","Emilia-Romagna"
"Culex","pipiens",2015-08-06,2015-08-12,81,"pool size","female","adult","San Pietro In Casale",44.7,11.4,"BONORD14_9700","morphological","Emilia-Romagna"
"Culex","pipiens",2015-07-30,2015-08-05,81,"pool size","female","adult","Ravenna",44.416111,12.201667,"WN124A_9699","morphological","Emilia-Romagna"
"Culex","pipiens",2015-07-30,2015-08-05,195,"pool size","female","adult","Ravenna",44.416111,12.201667,"WN114A_9698","morphological","Emilia-Romagna"
"Culex","pipiens",2015-07-30,2015-08-05,24,"pool size","female","adult","Fusignano",44.466667,11.966667,"WN113A_9697","morphological","Emilia-Romagna"
"Culex","pipiens",2015-07-30,2015-08-05,99,"pool size","female","adult","Lugo",44.416667,11.916667,"WN112A_9696","morphological","Emilia-Romagna"
"Culex","pipiens",2015-07-30,2015-08-05,90,"pool size","female","adult","Argenta",44.615278,11.833333,"WN101A_9695","morphological","Emilia-Romagna"
"Culex","pipiens",2015-07-30,2015-08-05,200,"pool size","female","adult","Argenta",44.615278,11.833333,"WN101A_9694","morphological","Emilia-Romagna"
"Culex","pipiens",2015-07-30,2015-08-05,200,"pool size","female","adult","Argenta",44.615278,11.833333,"WN101A_9693","morphological","Emilia-Romagna"
"Culex","pipiens",2015-07-30,2015-08-05,200,"pool size","female","adult","Jolanda Di Savoia",44.883333,11.983333,"WN049A_9692","morphological","Emilia-Romagna"
"Culex","pipiens",2015-07-30,2015-08-05,200,"pool size","female","adult","Jolanda Di Savoia",44.883333,11.983333,"WN049A_9691","morphological","Emilia-Romagna"
"Culex","pipiens",2015-07-30,2015-08-05,200,"pool size","female","adult","Copparo",44.9,11.833333,"WN048A_9690","morphological","Emilia-Romagna"
"Culex","pipiens",2015-07-30,2015-08-05,200,"pool size","female","adult","Copparo",44.9,11.833333,"WN048A_9689","morphological","Emilia-Romagna"
"Culex","pipiens",2015-07-30,2015-08-05,200,"pool size","female","adult","Copparo",44.9,11.833333,"WN048A_9688","morphological","Emilia-Romagna"
"Culex","pipiens",2015-07-30,2015-08-05,200,"pool size","female","adult","Copparo",44.9,11.833333,"WN048A_9687","morphological","Emilia-Romagna"
"Culex","pipiens",2015-07-30,2015-08-05,200,"pool size","female","adult","Copparo",44.9,11.833333,"WN048A_9686","morphological","Emilia-Romagna"
"Culex","pipiens",2015-07-30,2015-08-05,200,"pool size","female","adult","Ferrara",44.839167,11.6175,"WN047B_9685","morphological","Emilia-Romagna"
"Culex","pipiens",2015-07-30,2015-08-05,200,"pool size","female","adult","Ferrara",44.839167,11.6175,"WN047B_9684","morphological","Emilia-Romagna"
"Culex","pipiens",2015-07-30,2015-08-05,148,"pool size","female","adult","Ferrara",44.839167,11.6175,"WN046A_9683","morphological","Emilia-Romagna"
"Culex","pipiens",2015-07-30,2015-08-05,183,"pool size","female","adult","Berra",44.983333,11.966667,"WN029A_9682","morphological","Emilia-Romagna"
"Culex","pipiens",2015-07-30,2015-08-05,200,"pool size","female","adult","Berra",44.983333,11.966667,"WN029A_9681","morphological","Emilia-Romagna"
"Culex","pipiens",2015-07-30,2015-08-05,200,"pool size","female","adult","Berra",44.983333,11.966667,"WN029A_9680","morphological","Emilia-Romagna"
"Culex","pipiens",2015-07-30,2015-08-05,86,"pool size","female","adult","Berra",44.983333,11.966667,"WN028A_9679","morphological","Emilia-Romagna"
"Culex","pipiens",2015-07-30,2015-08-05,200,"pool size","female","adult","Berra",44.983333,11.966667,"WN028A_9678","morphological","Emilia-Romagna"
"Culex","pipiens",2015-07-30,2015-08-05,200,"pool size","female","adult","Berra",44.983333,11.966667,"WN028A_9677","morphological","Emilia-Romagna"
"Culex","pipiens",2015-07-30,2015-08-05,181,"pool size","female","adult","Ro",44.933333,11.75,"WN027A_9676","morphological","Emilia-Romagna"
"Culex","pipiens",2015-07-30,2015-08-05,200,"pool size","female","adult","Ro",44.933333,11.75,"WN027A_9675","morphological","Emilia-Romagna"
"Culex","pipiens",2015-07-30,2015-08-05,71,"pool size","female","adult","Anzola Emilia",44.547222,11.195556,"BONORD09_9674","morphological","Emilia-Romagna"
"Culex","pipiens",2015-07-30,2015-08-05,200,"pool size","female","adult","Anzola Emilia",44.547222,11.195556,"BONORD09_9673","morphological","Emilia-Romagna"
"Culex","pipiens",2015-07-30,2015-08-05,118,"pool size","female","adult","Sala Bolognese",44.616667,11.25,"BONORD07_9672","morphological","Emilia-Romagna"
"Culex","pipiens",2015-07-30,2015-08-05,14,"pool size","female","adult","Crevalcore",44.716667,11.15,"BONORD02_9671","morphological","Emilia-Romagna"
"Culex","pipiens",2015-07-30,2015-08-05,200,"pool size","female","adult","Crevalcore",44.716667,11.15,"BONORD02_9670","morphological","Emilia-Romagna"
"Culex","pipiens",2015-07-30,2015-08-05,56,"pool size","female","adult","Crevalcore",44.716667,11.15,"BONORD01_9669","morphological","Emilia-Romagna"
"Culex","pipiens",2015-07-30,2015-08-05,200,"pool size","female","adult","Crevalcore",44.716667,11.15,"BONORD01_9668","morphological","Emilia-Romagna"
"Culex","pipiens",2015-07-30,2015-08-05,200,"pool size","female","adult","Crevalcore",44.716667,11.15,"BONORD01_9667","morphological","Emilia-Romagna"
"Culex","pipiens",2015-07-30,2015-08-05,25,"pool size","female","adult","San Cesario Sul Panaro",44.561389,11.033889,"WN092A_9666","morphological","Emilia-Romagna"
"Culex","pipiens",2015-07-30,2015-08-05,200,"pool size","female","adult","San Cesario Sul Panaro",44.561389,11.033889,"WN092A_9665","morphological","Emilia-Romagna"
"Culex","pipiens",2015-07-30,2015-08-05,73,"pool size","female","adult","Formigine",44.607222,10.933333,"WN090A_9664","morphological","Emilia-Romagna"
"Culex","pipiens",2015-07-30,2015-08-05,200,"pool size","female","adult","Formigine",44.607222,10.933333,"WN090A_9663","morphological","Emilia-Romagna"
"Culex","pipiens",2015-07-30,2015-08-05,77,"pool size","female","adult","Nonantola",44.678056,11.042222,"WN078A_9662","morphological","Emilia-Romagna"
"Culex","pipiens",2015-07-30,2015-08-05,200,"pool size","female","adult","Nonantola",44.678056,11.042222,"WN078A_9661","morphological","Emilia-Romagna"
"Culex","pipiens",2015-07-30,2015-08-05,200,"pool size","female","adult","Nonantola",44.678056,11.042222,"WN078A_9660","morphological","Emilia-Romagna"
"Culex","pipiens",2015-07-30,2015-08-05,200,"pool size","female","adult","Nonantola",44.678056,11.042222,"WN078A_9659","morphological","Emilia-Romagna"
"Culex","pipiens",2015-07-30,2015-08-05,200,"pool size","female","adult","Nonantola",44.678056,11.042222,"WN078A_9658","morphological","Emilia-Romagna"
"Culex","pipiens",2015-07-30,2015-08-05,89,"pool size","female","adult","Modena",44.646944,10.925556,"WN077A_9657","morphological","Emilia-Romagna"
"Culex","pipiens",2015-07-30,2015-08-05,200,"pool size","female","adult","Modena",44.646944,10.925556,"WN077A_9656","morphological","Emilia-Romagna"
"Culex","pipiens",2015-07-30,2015-08-05,119,"pool size","female","adult","Terre Del Reno",44.808124,11.405098,"WN063A_9655","morphological","Emilia-Romagna"
"Culex","pipiens",2015-07-30,2015-08-05,39,"pool size","female","adult","San Prospero",44.783333,11.016667,"WN060A_9654","morphological","Emilia-Romagna"
"Culex","pipiens",2015-07-30,2015-08-05,200,"pool size","female","adult","San Prospero",44.783333,11.016667,"WN060A_9653","morphological","Emilia-Romagna"
"Culex","pipiens",2015-07-30,2015-08-05,200,"pool size","female","adult","Carpi",44.783333,10.883333,"WN059A_9652","morphological","Emilia-Romagna"
"Culex","pipiens",2015-07-30,2015-08-05,200,"pool size","female","adult","Carpi",44.783333,10.883333,"WN059A_9651","morphological","Emilia-Romagna"
"Culex","pipiens",2015-07-30,2015-08-05,195,"pool size","female","adult","Bondeno",44.883333,11.416667,"WN045A_9650","morphological","Emilia-Romagna"
"Culex","pipiens",2015-07-30,2015-08-05,73,"pool size","female","adult","Finale Emilia",44.833333,11.283333,"WN044B_9649","morphological","Emilia-Romagna"
"Culex","pipiens",2015-07-30,2015-08-05,200,"pool size","female","adult","Finale Emilia",44.833333,11.283333,"WN044B_9648","morphological","Emilia-Romagna"
"Culex","pipiens",2015-07-30,2015-08-05,200,"pool size","female","adult","Finale Emilia",44.833333,11.283333,"WN044B_9647","morphological","Emilia-Romagna"
"Culex","pipiens",2015-07-30,2015-08-05,200,"pool size","female","adult","Finale Emilia",44.833333,11.283333,"WN044B_9646","morphological","Emilia-Romagna"
"Culex","pipiens",2015-07-30,2015-08-05,200,"pool size","female","adult","Finale Emilia",44.833333,11.283333,"WN044B_9645","morphological","Emilia-Romagna"
"Culex","pipiens",2015-07-30,2015-08-05,200,"pool size","female","adult","Finale Emilia",44.833333,11.283333,"WN044B_9644","morphological","Emilia-Romagna"
"Culex","pipiens",2015-07-30,2015-08-05,82,"pool size","female","adult","Mirandola",44.886667,11.066667,"WN043A_9643","morphological","Emilia-Romagna"
"Culex","pipiens",2015-07-30,2015-08-05,200,"pool size","female","adult","Mirandola",44.886667,11.066667,"WN043A_9642","morphological","Emilia-Romagna"
"Culex","pipiens",2015-07-30,2015-08-05,200,"pool size","female","adult","Mirandola",44.886667,11.066667,"WN042A_9641","morphological","Emilia-Romagna"
"Culex","pipiens",2015-07-30,2015-08-05,200,"pool size","female","adult","Mirandola",44.886667,11.066667,"WN042A_9640","morphological","Emilia-Romagna"
"Culex","pipiens",2015-07-30,2015-08-05,200,"pool size","female","adult","Mirandola",44.886667,11.066667,"WN042A_9639","morphological","Emilia-Romagna"
"Culex","pipiens",2015-07-30,2015-08-05,150,"pool size","female","adult","Novi Di Modena",44.883333,10.9,"WN041A_9638","morphological","Emilia-Romagna"
"Culex","pipiens",2015-07-30,2015-08-05,200,"pool size","female","adult","Novi Di Modena",44.883333,10.9,"WN041A_9637","morphological","Emilia-Romagna"
"Culex","pipiens",2015-07-30,2015-08-05,200,"pool size","female","adult","Novi Di Modena",44.883333,10.9,"WN041A_9636","morphological","Emilia-Romagna"
"Culex","pipiens",2015-07-30,2015-08-05,118,"pool size","female","adult","Bondeno",44.883333,11.416667,"WN024A_9635","morphological","Emilia-Romagna"
"Culex","pipiens",2015-07-30,2015-08-05,200,"pool size","female","adult","Bondeno",44.883333,11.416667,"WN024A_9634","morphological","Emilia-Romagna"
"Culex","pipiens",2015-07-30,2015-08-05,53,"pool size","female","adult","Bondeno",44.883333,11.416667,"WN023A_9633","morphological","Emilia-Romagna"
"Culex","pipiens",2015-07-16,2015-07-22,79,"pool size","female","adult","Nonantola",44.678056,11.042222,"WN078A_9525","morphological","Emilia-Romagna"
"Culex","pipiens",2015-07-16,2015-07-22,200,"pool size","female","adult","Nonantola",44.678056,11.042222,"WN078A_9524","morphological","Emilia-Romagna"
"Culex","pipiens",2015-07-16,2015-07-22,200,"pool size","female","adult","Nonantola",44.678056,11.042222,"WN078A_9523","morphological","Emilia-Romagna"
"Culex","pipiens",2015-07-16,2015-07-22,67,"pool size","female","adult","Modena",44.646944,10.925556,"WN077A_9522","morphological","Emilia-Romagna"
"Culex","pipiens",2015-07-16,2015-07-22,200,"pool size","female","adult","Terre Del Reno",44.808124,11.405098,"WN063A_9521","morphological","Emilia-Romagna"
"Culex","pipiens",2015-07-16,2015-07-22,27,"pool size","female","adult","San Prospero",44.783333,11.016667,"WN060A_9520","morphological","Emilia-Romagna"
"Culex","pipiens",2015-07-16,2015-07-22,200,"pool size","female","adult","San Prospero",44.783333,11.016667,"WN060A_9519","morphological","Emilia-Romagna"
"Culex","pipiens",2015-07-16,2015-07-22,108,"pool size","female","adult","Carpi",44.783333,10.883333,"WN059A_9518","morphological","Emilia-Romagna"
"Culex","pipiens",2015-07-16,2015-07-22,200,"pool size","female","adult","Carpi",44.783333,10.883333,"WN059A_9517","morphological","Emilia-Romagna"
"Culex","pipiens",2015-07-16,2015-07-22,200,"pool size","female","adult","Carpi",44.783333,10.883333,"WN059A_9516","morphological","Emilia-Romagna"
"Culex","pipiens",2015-07-16,2015-07-22,11,"pool size","female","adult","Bondeno",44.883333,11.416667,"WN045A_9515","morphological","Emilia-Romagna"
"Culex","pipiens",2015-07-16,2015-07-22,200,"pool size","female","adult","Bondeno",44.883333,11.416667,"WN045A_9514","morphological","Emilia-Romagna"
"Culex","pipiens",2015-07-16,2015-07-22,200,"pool size","female","adult","Bondeno",44.883333,11.416667,"WN045A_9513","morphological","Emilia-Romagna"
